PROJECT,StartDate,EndDate,Duration__in_seconds_,RecordedDate,UserLanguage,DEMOGR_1,DEMOGR_2,DEMOGR_3,DEMOGR_4,WK_1,WK_2,WK_3,WK_4,EM_P1,EM_P2,EM_P3,EM_P4,EM_I1,EM_I2,EM_I3,EM_I4,GENERAL_1,GENERAL_2,GENERAL_3,GENERAL_4,GENERAL_1_kind,GENERAL_2_kind,GENERAL_3_kind,GENERAL_4_kind
9, , ,473,10/1/2022 14:53:08, ,7,1, , ,1,3,4,5,9, , , ,8, , ,8,4,4,2,2, , , , 
9, , ,385,10/1/2022 14:54:26, ,8,1, , ,5,5,5,5,9, , , ,7, , ,10,5,5,1,5, , , , 
9, , ,217,10/1/2022 14:58:55, ,14,1, , ,5,5,4,3,9, , , ,7, , ,8,4,3,3,3, , , , 
9, , ,267,10/1/2022 14:58:58, ,11,1, , ,3,3,3,4,6, , , ,4, , ,4,4,2,1,3, , , , 
9, , ,579,10/1/2022 15:01:24, ,9,2, , ,2,4,4,1,7, , , ,5, , ,9,4,3,2,4, , , , 
9, , ,1469,10/1/2022 15:02:36, ,10,2, , ,2,4,4,3,7, , , ,5, , ,7,2,4,3,4, , , , 
9, , ,862,10/1/2022 15:08:00, ,9,1, , ,2,4,4,3,8, , , ,8, , ,10,4,5,4,5, , , , 
9, , ,367,10/1/2022 15:09:02, ,10,1, , ,4,4,4,4,10, , , ,10, , ,10,5,5,5,4, , , , 
9, , ,297,10/1/2022 15:10:55, ,4,1, , ,4,4,4,4,6, , , ,7, , ,9,4,4,4,4, , , , 
9, , ,560,10/1/2022 15:11:55, ,6,2, , ,2,5,4,4,9, , , ,3, , ,7,4,4,2,4, , , , 
9, , ,444,10/1/2022 15:19:48, ,6,2, , ,2,4,4,2,10, , , ,6, , ,10,4,4,2,4, , , , 
9, , ,693,10/1/2022 15:23:31, ,8,2, , ,1,4,4,2,6, , , ,7, , ,10,5,5,3,5, , , , 
9, , ,337,10/1/2022 15:27:35, ,7,1, , ,3,4,5,3,9, , , ,4, , ,8,4,5,3,3, , , , 
9, , ,281,10/1/2022 15:28:18, ,10,2, , ,3,4,4,3,7, , , ,10, , ,9,4,3,3,4, , , , 
9, , ,457,10/1/2022 15:29:15, ,6,2, , ,3,5,5,5,10, , , ,10, , ,10,5,5,5,5, , , , 
9, , ,411,10/1/2022 15:34:20, ,5,2, , ,5,5,5,5,9, , , ,6, , ,10,5,5,3,5, , , , 
9, , ,402,10/1/2022 15:45:14, ,6,1, , ,5,5,5,5,10, , , ,10, , ,10,5,5,5,5, , , , 
9, , ,1184,10/1/2022 15:48:38, , ,2, , ,4,4,4,5,9, , , ,9, , ,9,5,4,4,3, , , , 
9, , ,320,10/1/2022 15:49:06, ,11,2, , ,5,4,5,5,7, , , ,7, , ,9,4,4,4,4, , , , 
9, , ,237,10/1/2022 15:50:05, ,13,1, , ,5,4,5,4,7, , , ,7, , ,7,3,4,2,3, , , , 
9, , ,831,10/1/2022 15:59:30, ,10,2, , ,4,5,4,5,10, , , ,6, , ,10,5,4,4,4, , , , 
9, , ,318,10/1/2022 15:59:33, ,11,2, , ,5,4,4,4,7, , , ,6, , ,7,4,3,4,3, , , , 
9, , ,512,10/1/2022 16:01:28, ,7,2, , ,4,5,5,5,10, , , ,10, , ,10,5,5,5,5, , , , 
9, , ,533,10/1/2022 16:03:39, ,7,2, , ,4,4,4,2,8, , , ,6, , ,7,3,4,4,5, , , , 
9, , ,251,10/1/2022 16:04:11, ,10,2, , ,1,4,4,5,10, , , ,6, , ,9,4,3,4,4, , , , 
9, , ,317,10/1/2022 16:06:39, ,9,1, , ,5,4,5,1,7, , , ,6, , ,10,4,4,4,5, , , , 
9, , ,205,10/3/2022 11:10:01, ,9,2, , ,4,3,4,2,7, , , ,7, , ,7,4,2,4,3, , , , 
10, , , , , ,11,2, ,2103,5,5,5,5,10,9,9,10,8,8,9,10,4,5,4,4, , , , 
10, , , , , ,9,1, ,2015,3,4,5,3,9,9,8,9,8,8,7,9,4,2,3,5, , , , 
10, , , , , ,11,2, ,2103,4,5,3,5,10,10,10,10,8,9,6,10,4,5,5,5, , , , 
10, , , , , ,10,1, ,2103,3,4,4,1,10,6,7,9,10,9,6,9,3,4,5,5, , , , 
10, , , , , ,11,2, ,2103,4,4,5,5,10,9,9,10,9,8,9,10,4,4,4,4, , , , 
10, , , , , ,11,1, ,2103,4,4.5,4,4,10,9,9,10,10,10,9,9,3.5,4,3,5, , , , 
10, , , , , ,10,2, ,2015,4,2,3,5,8,9,8,9,8,10,8,10,3,2,3,2, , , , 
10, , , , , ,10,2, ,2101,4,4,3,4,5,8,6,8,8,6,4,9,4,3,2,3, , , , 
10, , , , , ,10,2, ,2102,5,5,5,3,10,10,10,10,10,10,10,10,5,5,5,5, , , , 
10, , , , , ,9,1, ,2181,4,4,3,2,10,10,10,10,5,6,7,10,2,3,4,5, , , , 
10, , , , , ,10,1, ,8918,3,4,4,5,7,6,6,7,7,8,7,9,2,3,1,5, , , , 
10, , , , , ,10,2, ,8485,5,5,5,5,10,10,10,10,9,10,10,10,5,5,2,5, , , , 
10, , , , , ,9,1, ,8485,4,5,5,4,9,8,9,10,9,10,10,10,5,5,4,5, , , , 
10, , , , , ,10,1, ,8637,3,4,3,3,8,8,6,10,6,6,7,10,4,3,3,5, , , , 
10, , , , , ,7,1, ,8941,3,4,4,5,8,7,7,8,7,7,6,9,4,3,5,4, , , , 
10, , , , , ,8,1, ,8925,3,5,5,5,10,10,10,10,10,10,10,10,5,5,5,5, , , , 
10, , , , , ,11,2, ,2377,5,4,3,3,6,5,7,7,6,6,6,8,4,4,4,3, , , , 
10, , , , , ,7,2, ,2371,3,3,2,4,10,2,6,10,1,10,10,5,3,1,1,2, , , , 
10, , , , , ,6,2, ,2334,5,4,5,5,10,10,10,10,10,2,2,10,5,5,5,5, , , , 
10, , , , , ,8,2, ,2371,3,3,4,5,7,7,7,7,7,7,7,7,4,4,4,4, , , , 
10, , , , , ,10,2, ,2375,3,4,3,5,10,10,10,10,10,10,1,10,3,4.5,4,5, , , , 
10, , , , , ,8,2, ,2371,3,4,4,1,7,8,9,10,6,7,7,8,4,5,4,4, , , , 
10, , , , , ,9,1, ,2315,4,5,4,5,10,10,10,10,9,9,9,10,5,5,5,5, , , , 
10, , , , , ,11,2, ,2408,4,3,5,2,10,9,10,9,6,10,10,10,4,3,4,5, , , , 
10, , , , , ,8,1, ,2341,3,4,5,3,7,3,8,6,5,3,5,6,1,3,1,3, , , , 
10, , , , , ,13,2, ,2343,5,4,3,2,8,8,7,9,6,6,7,8,4,3,3,4, , , , 
10, , , , , ,11,2, ,2343,4,5,5,5,9,10,10,10,9,9,10,10,5,3,4,5, , , , 
10, , , , , ,8,1, ,1033,5,5,5,4,8,10,10,10,10,10,10,10,5,5,5,4, , , , 
10, , , , , ,10,2, ,2343,4,4,5,5,8,8,8,9,8,9,5,9,4,5,2,4, , , , 
10, , , , , ,11,1, ,2343,5,5,5,1,6,6,7,8,6,6,4,8,2,3,3,3, , , , 
10, , , , , ,9,1, ,2974,5,5,3,1,8,8,9,10,6,7,9,10,3,5,3,5, , , , 
10, , , , , ,9,2, ,8448,3,5,3,5,10,9,8,10,10,7,8,10,5,4,3,5, , , , 
10, , , , , ,10,2, ,8448,4,4,4,5,9,9,10,10,10,9,6,10,4,4,3,4, , , , 
10, , , , , ,9,1, ,3826,4,5,5,5,9,8,6,10,9,9,10,10,4,4,5,5, , , , 
10, , , , , ,11,1, ,7973,5,4,4,1,9,9,9,8,8,9,9,10,4,3,3,5, , , , 
10, , , , , ,10,2, ,3826,4,4,4,5,9,8,9,10,9,10,8,9,1,1,3,5, , , , 
10, , , , , ,8,1, ,1217,5,5,5,5,10,9,7,9,6,8,6,10,4,4,4,5, , , , 
10, , , , , ,10,2, ,8023,4,5,5,5,10,9,10,10,10,10,10,10,4,4,3,5, , , , 
10, , , , , ,12,1, ,3829,5,1,3,1,5,3,4,8,3,3,3,3,2,1,1,1, , , , 
10, , , , , ,13,1, ,8023,5,1,1,2,5,3,3,8,4,4,10,4,1,1,1,3, , , , 
10, , , , , ,13,1, ,8448,4,5,4,2,8,9,7,10,10,8,7,10,4,4,4,4, , , , 
10, , , , , ,10,2, ,8917,3,5,4,3,9,9,7,10,8,8,7,10,4,3,3,4, , , , 
10, , , , , ,9,1, ,8448,3,4,4,2,9,9,6,7,8,7,8,10,4,3,3,4, , , , 
10, , , , , ,11,1, ,7971,4,4,3,4,7,9,8,8,8,6,5,9,4,4,3,4, , , , 
10, , , , , ,15,2, ,8023,5,5,4,5,7,6,7,8,6,8,9,9,2,3,4,4, , , , 
10, , , , , ,12,1, ,2967,4,1,1,4,1,1,1,1,10,10,7,5,4,4,5,3, , , , 
10, , , , , ,9,1, ,1506,5,5,5,5,10,10,10,10,10,10,10,10,5,5,5,5, , , , 
10, , , , , ,8,2, ,9753,4,5,3,5,10,5,8,7,4,5,8,9,3,4,5,5, , , , 
10, , , , , ,11,1, ,9753,4,5,5,5,9,10,10,10,10,10,9,10,4,4,4,5, , , , 
10, , , , , ,10,2, ,9751,5,4,5,3,9,10,10,8,10,10,10,10,1,5,1,5, , , , 
10, , , , , ,8,2, ,9753,2,3,4,4,8,7,6,8,6,10,9,7,3,3,4,5, , , , 
10, , , , , ,10,1, ,9753,4,3,3,2,9,9,8,8,6,8,8,9,3,2,2,5, , , , 
11, , ,2798, ,NL,9,1, , ,4,4,4,3, , , , ,8, , ,7,5,5,4,3, , , , 
11, , ,7450, ,NL,10,2, , ,5,4,5,3, , , , ,7, , ,10,4,4,3,5, , , , 
11, , ,10329, ,NL,7,1, , ,3,4,5,3, , , , ,7, , ,8,4,3,4,3, , , , 
11, , ,1446, ,NL,11,1, , ,3,5,4,1, , , , ,7, , ,8,4,4,4,3, , , , 
11, , ,710, ,NL,10,2, , ,4,5,3,2, , , , ,9, , ,9,4,4,3,4, , , , 
11, , ,4003, ,NL,8,2, , ,2,5,4,5, , , , ,10, , ,10,5,4,5,5, , , , 
11, , ,2144, ,NL,7,2, , ,2,4,4,2, , , , ,8, , ,9,5,3,3,4, , , , 
11, , ,325, ,NL,9,2, , ,3,4,2,3, , , , ,5, , ,8,4,3,4,3, , , , 
