PROJECT,StartDate,EndDate,Duration__in_seconds_,RecordedDate,UserLanguage,DEMOGR_1,DEMOGR_2,DEMOGR_3,DEMOGR_4,WK_1,WK_2,WK_3,WK_4,EM_P1,EM_P2,EM_P3,EM_P4,EM_I1,EM_I2,EM_I3,EM_I4,GENERAL_1,GENERAL_2,GENERAL_3,GENERAL_4,GENERAL_1_kind,GENERAL_2_kind,GENERAL_3_kind,GENERAL_4_kind
2, , , , ,EN, , , , , , , , ,8,5,5,7,8,9,3,9,5,2,2,4, , , , 
2, , , , ,EN, , , , , , , , ,8,7,8,8,9,8,5,9,4,3,4,2, , , , 
2, , , , ,EN, , , , , , , , ,7,7,7,7,8,7,4,8,4,4,4,4, , , , 
2, , , , ,EN, , , , , , , , ,8,6,9,8,7,6,5,7,5,5,5,4, , , , 
2, , , , ,EN, , , , , , , , ,8,8,8,8,7,7,4,8,4,3,1,3, , , , 
2, , , , ,EN, , , , , , , , ,8,10,8,10,10,8,5,10,5,3,4,3, , , , 
2, , , , ,EN, , , , , , , , ,8,8,9,9,8,7,6,7,4,3,4,3, , , , 
2, , , , ,EN, , , , , , , , ,8,9,8,7,7,5,6,7,4,4,4,4, , , , 
2, , , , ,EN, , , , , , , , ,10,10,10,10,10,10,10,10,5,5,5,5, , , , 
2, , , , ,EN, , , , , , , , ,6,6,7,7,5,5,3,6,3,3,3,3, , , , 
2, , , , ,EN, , , , , , , , ,10,10,10,10,10,9,2,10,5,4,4,4, , , , 
2, , , , ,EN, , , , , , , , ,7,7,7,7,9,7,1,10,5,4,3,3, , , , 
2, , , , ,EN, , , , , , , , ,10,9,9,10,10,10,3,10,4,5,4,3, , , , 
2, , , , ,EN, , , , , , , , ,8,7,9,10,10,8,1,10,4,3,3,4, , , , 
2, , , , ,EN, , , , , , , , ,7,7,4,5,10,8,5,10,5,5,4,4, , , , 
2, , , , ,EN, , , , , , , , ,9,10,8,9,10,9,7,9,4,4,5,4, , , , 
2, , , , ,EN, , , , , , , , ,10,9,9,8,9,10,10,10,5,4,3,4, , , , 
2, , , , ,EN, , , , , , , , ,10,10,9,10,8,9,9,10,5,4,4,3, , , , 
2, , , , ,EN, , , , , , , , ,9,10,10,10,10,10,9,10,4,4,4,4, , , , 
2, , , , ,EN, , , , , , , , ,10,10,10,10,10,10,10,10,5,5,4,5, , , , 
2, , , , ,EN, , , , , , , , ,7,9,8,8,8,8,8,10,4,4,3,4, , , , 
2, , , , ,EN, , , , , , , , ,10,10,10,10,10,10,10,10,5,5,5,5, , , , 
2, , , , ,EN, , , , , , , , ,10,9,9,10,10,10,10,10,5,5,5,5, , , , 
2, , , , ,EN, , , , , , , , ,9,9,9,9,9,9,9,10,5,5,4,5, , , , 
2, , , , ,EN, , , , , , , , ,9,9,3,9,7,7,6,9,4,4,3,4, , , , 
2, , , , ,EN, , , , , , , , ,10,10,8,10,10,8,10,10,5,5,3,4, , , , 
2, , , , ,EN, , , , , , , , ,10,10,8,10,10,9,10,10,5,5,3,5, , , , 
2, , , , ,EN, , , , , , , , ,10,10,7,8,10,8,6,10,5,5,4,5, , , , 
2, , , , ,EN, , , , , , , , ,10,10,10,10,8,10,10,10,5,4,3,4, , , , 
2, , , , ,EN, , , , , , , , ,9,9,10,9,8,8,7,10,3,4,4,5, , , , 
2, , , , ,EN, , , , , , , , ,10,10,10,10,10,10,10,10,4,4,5,5, , , , 
2, , , , ,EN, , , , , , , , ,10,10,10,10,10,10,10,10,4,4,4,4, , , , 
2, , , , ,EN, , , , , , , , ,9,9,10,10,10,10,10,10,5,5,5,4, , , , 
2, , , , ,EN, , , , , , , , ,9,7,10,9,9,7,9,10,5,5,5,5, , , , 
2, , , , ,EN, , , , , , , , ,9,7,8,8,9,7,9,9,4,4,5,4, , , , 
2, , , , ,EN, , , , , , , , ,10,10,9,9,9,9,8,9,4,4,3,4, , , , 
2, , , , ,EN, , , , , , , , ,10,9,10,10,10,10,10,10,5,4,4,5, , , , 
2, , , , ,EN, , , , , , , , ,9,10,10,10,10,10,10,10,5,5,4,5, , , , 
2, , , , ,EN, , , , , , , , ,9,10,7,10,9,8,7,10,4,4,4,3, , , , 
2, , , , ,EN, , , , , , , , ,9,8,9,9,9,8,8,8,4,4,4,4, , , , 
2, , , , ,EN, , , , , , , , ,8,9,8,9,7,7,3,9,4,4,3,4, , , , 
2, , , , ,EN, , , , , , , , ,9,10,9,9,9,10,8,10,5,5,4,5, , , , 
2, , , , ,EN, , , , , , , , ,10,10,9,9,10,9,10,10,5,4,5,4, , , , 
2, , , , ,EN, , , , , , , , ,10,10,10,10,10,10,10,10,5,5,4,5, , , , 
2, , , , ,EN, , , , , , , , ,8,8,8,8,8,8,8,8,4,5,4,5, , , , 
2, , , , ,EN, , , , , , , , ,9,9,9,8,9,8,9,9,4,5,4,4, , , , 
2, , , , ,EN, , , , , , , , ,8,8,8,9,10,10,5,10,5,4,4,3, , , , 
2, , , , ,EN, , , , , , , , ,8,8,6,9,7,8,6,8,4,3,1,5, , , , 
2, , , , ,EN, , , , , , , , ,6,8,6,8,8,7,4,7,4,4,4,4, , , , 
2, , , , ,EN, , , , , , , , ,8,8,8,8,7,7,7,6,4,4,3,3, , , , 
2, , , , ,EN, , , , , , , , ,6,7,6,7,7,6,6,9,4,4,5,3, , , , 
2, , , , ,EN, , , , , , , , ,7,7,7,7,4,5,6,4,4,2,3,2, , , , 
2, , , , ,EN, , , , , , , , ,9,7,8,9,6,6,9,7,5,3,4,3, , , , 
2, , , , ,EN, , , , , , , , ,8,8,7,5,7,7,7,8,4,4,4,4, , , , 
2, , , , ,EN, , , , , , , , ,10,10,10,10,10,9,1,10,4,4,3,4, , , , 
2, , , , ,EN, , , , , , , , ,7,7,7,8,8,7,3,8,4,4,2,4, , , , 
2, , , , ,EN, , , , , , , , ,8,7,8,9,9,7,5,9,4,4,3,4, , , , 
2, , , , ,EN, , , , , , , , ,7,5,8,8,7,7,5,7,4,3,2,3, , , , 
2, , , , ,EN, , , , , , , , ,9,8,10,10,9,9,6,10,5,5,4,3, , , , 
2, , , , ,EN, , , , , , , , ,10,10,9,10,10,9,7,10,5,5,4,4, , , , 
2, , , , ,EN, , , , , , , , ,9,8,8,8,7,7,7,9,4,4,4,4, , , , 
2, , , , ,EN, , , , , , , , ,9,7,8,9,8,7,2,10,4,4,4,5, , , , 
2, , , , ,EN, , , , , , , , ,8,8,9,6,8,6,8,8,4,4,4,4, , , , 
2, , , , ,EN, , , , , , , , ,8,8,8,7,7,7,8,9,5,3,4,4, , , , 
2, , , , ,EN, , , , , , , , ,8,5,7,8,7,8,5,8,4,4,3,5, , , , 
2, , , , ,EN, , , , , , , , ,8,10,8,9,9,9,8,10,4,4,3,4, , , , 
2, , , , ,EN, , , , , , , , ,6,6,6,6,6,5,5,7,4,3,3,2, , , , 
2, , , , ,EN, , , , , , , , ,6,5,6,6,5,5,5,8,2,2,1,1, , , , 
2, , , , ,EN, , , , , , , , ,7,7,5,7,6,6,6,9,5,3,3,2, , , , 
2, , , , ,EN, , , , , , , , ,9,9,8,10,9,8,10,10,5,5,2,5, , , , 
2, , , , ,EN, , , , , , , , ,10,9,10,10,10,10,10,10,5,5,3,5, , , , 
2, , , , ,EN, , , , , , , , ,9,10,9,9,8,9,8,9,4,4,3,3, , , , 
2, , , , ,EN, , , , , , , , ,8,9,8,9,7,8,4,9,4,3,3,3, , , , 
2, , , , ,EN, , , , , , , , ,9,9,9,9,6,6,6,7,3,3,4,4, , , , 
2, , , , ,EN, , , , , , , , ,8,8,6,8,10,8,8,10,4,4,4,5, , , , 
2, , , , ,EN, , , , , , , , ,10,10,1,10,10,10,5,10,5,3,4,5, , , , 
2, , , , ,EN, , , , , , , , ,5,2,3,4,8,6,4,6,4,3,3,3, , , , 
2, , , , ,EN, , , , , , , , ,9,8,5,4,7,5,5,7,4,3,3,3, , , , 
2, , , , ,EN, , , , , , , , ,8,9,8,8,9,9,6,8,4,4,4,5, , , , 
2, , , , ,EN, , , , , , , , ,10,8,9,9,10,9,9,10,4,4,3,3, , , , 
2, , , , ,EN, , , , , , , , ,8,8,7,9,9,7,6,9,4,3,4,3, , , , 
2, , , , ,EN, , , , , , , , ,9,10,6,9,10,10,8,10,5,5,4,5, , , , 
2, , , , ,EN, , , , , , , , ,6,7,6,4,6,7,4,6,4,3,4,4, , , , 
2, , , , ,EN, , , , , , , , ,8,4,8,8,10,10,7,10,4,4,3,4, , , , 
2, , , , ,EN, , , , , , , , ,4,2,2,2,10,9,8,10,5,5,4,5, , , , 
2, , , , ,EN, , , , , , , , ,9,6,7,8,10,9,8,10,4,5,3,5, , , , 
2, , , , ,EN, , , , , , , , ,7,8,6,6,9,9,5,10,5,5,4,5, , , , 
2, , , , ,EN, , , , , , , , ,5,5,5,5,3,4,3,3,1,4,1,1, , , , 
2, , , , ,EN, , , , , , , , ,8,5,8,10,10,9,7,10,5,5,5,5, , , , 
2, , , , ,EN, , , , , , , , ,10,9,8,10,10,9,9,10,5,4,4,5, , , , 
2, , , , ,EN, , , , , , , , ,6,3,8,6,8,8,8,10,5,5,5,5, , , , 
2, , , , ,EN, , , , , , , , ,9,7,9,8,9,9,9,10,5,5,4,5, , , , 
2, , , , ,EN, , , , , , , , ,9,9,8,9,9,7,7,10,5,4,3,4, , , , 
3, , , ,4/22/2022 9:58:00,NL,14, , ,6247,2,4,2,4,8,8,7,9,7,9,3,9,4,4,4,4, , , , 
3, , , ,4/22/2022 10:06:00,NL,14, , ,6226,4,4,3,4,9,8,8,9,8,8,8,9,5,5,4,5, , , , 
3, , , ,4/22/2022 10:22:00,NL,15, , ,6225,4,5,5,4,10,10,10,10,10,2,3,10,5,5,5,4, , , , 
3, , , ,4/22/2022 10:46:00,NL,15, , ,6211,4,4,4,4,10,10,10,10,10,10,10,10,4,4,3,4, , , , 
3, , , ,4/22/2022 20:26:00,NL,15, , ,6229,1,1,2,1,9,8,7,9,8,7,8,9,1,1,1,1, , , , 
3, , , ,4/22/2022 10:41:00,NL,14, , ,6465,2,4,3,4,9,9,6,9,6,6,9,10,5,3,4,5, , , , 
4,5/9/2022 6:23:47,5/9/2022 6:26:39,171,5/9/2022 6:26:40,NL,48,2,4,8862,4,4,4,4,6,6,6,5,7,6,5,5,2,4,2,5,3,3,3,5
4,5/9/2022 6:25:38,5/9/2022 6:27:42,123,5/9/2022 6:27:42,NL,38,2,9,8862,3,4,4,2,8,5,8,8,7,8,8,9,4,4,4,4,5,4,4,5
4,5/9/2022 6:26:46,5/9/2022 6:28:47,120,5/9/2022 6:28:47,NL,37,2,5,8802,4,4,4,3,8,8,10,10,8,7,10,10,4,5,1,5,5,4,4,5
4,5/9/2022 6:28:50,5/9/2022 6:33:11,260,5/9/2022 6:33:11,NL,41,2,9,8801,3,4,4,3,8,8,8,8,8,8,7,10,4,4,2,5,5,5,3,5
4,5/9/2022 6:29:21,5/9/2022 6:33:23,241,5/9/2022 6:33:24,NL,44,2,7,3971,3,4,5,5,10,10,10,10,8,10,8,10,4,4,1,5,5,4,6,5
4,5/9/2022 6:30:34,5/9/2022 6:34:59,265,5/9/2022 6:34:59,NL,41,2,5,9254,3,3,4,1,7,5,6,6,6,6,6,6,3,2,3,3,3,3,3,2
4,5/9/2022 6:34:17,5/9/2022 6:36:53,156,5/9/2022 6:36:54,NL,36,2,5,8584,3,4,5,2,8,8,8,8,10,10,10,10,4,5,2,5,5,5,5,5
4,5/9/2022 6:32:34,5/9/2022 6:37:04,269,5/9/2022 6:37:04,NL,74,1,5,9204,5,5,5,4,10,10,8,10,10,10,5,10,4,4,4,5,5,5,3,5
4,5/9/2022 6:38:11,5/9/2022 6:40:02,111,5/9/2022 6:40:04,NL,37,2,5,8748,2,3,4,2,8,6,8,8,8,8,8,8,4,4,2,4,4,4,3,5
4,5/9/2022 6:39:41,5/9/2022 6:43:02,200,5/9/2022 6:43:02,NL,28,2,9,9298,3,3,5,4,9,8,9,9,8,8,8,9,4,5,4,5,5,5,5,5
4,5/9/2022 6:42:15,5/9/2022 6:45:36,201,5/9/2022 6:45:36,NL,43,2,9,1822,4,3,3,3,7,7,6,7,7,7,7,8,3,5,4,5,4,4,4,5
4,5/9/2022 6:42:53,5/9/2022 6:49:49,416,5/9/2022 6:49:50,NL,45,2,9,8862,1,1,3,2,10,10,10,10,10,10,10,10,4,4,3,5,4,4,3,5
4,5/9/2022 6:49:53,5/9/2022 6:52:31,157,5/9/2022 6:52:31,NL,42,2,5,8911,4,4,5,4,9,9,9,10,9,9,9,9,4,4,3,5,5,4,3,5
4,5/9/2022 6:38:26,5/9/2022 6:54:22,955,5/9/2022 6:54:22,NL,30,2,5,8802,2,3,2,3,8,9,8,8,9,8,9,10,3,3,2,4,3,4,6,4
4,5/9/2022 6:51:58,5/9/2022 6:54:24,145,5/9/2022 6:54:24,NL,37,2,7,2252,4,3,5,4,7,6,9,8,8,8,8,8,3,4,2,4,5,5,5,5
4,5/9/2022 6:56:22,5/9/2022 7:00:15,232,5/9/2022 7:00:16,NL,40,2,5,8921,4,4,5,3,10,10,10,10,8,10,10,10,4,5,3,5,4,4,5,5
4,5/9/2022 7:02:09,5/9/2022 7:04:32,143,5/9/2022 7:04:34,NL,42,2,7,8935,3,4,4,2,9,9,10,10,9,9,9,9,4,3,2,5,4,4,3,5
4,5/9/2022 7:39:53,5/9/2022 7:44:12,258,5/9/2022 7:44:13,NL,44,2,7,3051,4,4,5,4,9,9,9,10,9,10,8,10,5,5,3,5,5,5,3,5
4,5/9/2022 7:53:19,5/9/2022 7:55:41,141,5/9/2022 7:55:43,NL,48,2,8,3059,4,4,4,3,7,7,7,7,8,8,7,9,4,4,2,4,4,4,4,5
4,5/9/2022 7:54:15,5/9/2022 7:57:17,181,5/9/2022 7:57:18,NL,74,1,5,8441,3,4,4,3,7,7,7,7,7,7,7,8,3,4,2,5,3,4,6,4
4,5/9/2022 8:32:01,5/9/2022 8:36:13,252,5/9/2022 8:36:14,NL,39,2,5,8731,3,4,3,2,8,8,8,8,7,8,8,8,3,4,3,5,3,4,3,5
4,5/9/2022 8:44:41,5/9/2022 8:47:02,141,5/9/2022 8:47:04,NL,37,2,7,8935,4,4,4,3,9,8,8,9,8,9,8,9,2,4,1,5,4,4,4,5
4,5/9/2022 9:09:14,5/9/2022 9:11:38,143,5/9/2022 9:11:39,NL,35,2,5,8494,4,4,5,4,10,10,10,10,10,10,10,10,5,5,1,5,5,5,5,5
4,5/9/2022 9:27:33,5/9/2022 9:31:12,219,5/9/2022 9:31:14,NL,69,1,5,8802,4,4,5,3,10,10,10,10,10,10,10,10,4,4,1,5,5,4,4,5
4,5/9/2022 10:15:38,5/9/2022 10:17:59,141,5/9/2022 10:18:01,NL,37,2,5,9043,3,3,3,2,8,8,8,8,8,8,7,7,3,4,1,3,3,4,3,4
4,5/9/2022 10:23:07,5/9/2022 10:25:41,153,5/9/2022 10:25:42,NL,34,2,7,8927,5,5,5,5,10,10,10,10,7,10,10,10,5,5,1,5,5,5,5,5
4,5/9/2022 10:30:37,5/9/2022 10:34:11,214,5/9/2022 10:34:13,NL,42,2,5,8882,2,3,3,3,7,7,7,7,6,7,7,8,4,3,4,4,4,3,6,4
4,5/9/2022 10:44:46,5/9/2022 10:47:09,143,5/9/2022 10:47:11,NL,35,2,9,9076,3,4,4,3,10,9,8,9,9,10,10,10,4,3,4,5,5,5,5,5
4,5/9/2022 10:48:05,5/9/2022 10:50:49,164,5/9/2022 10:50:49,NL,36,2,9,8464,4,5,5,3,8,8,9,8,9,9,10,10,5,5,3,5,5,5,5,5
4,5/9/2022 10:57:48,5/9/2022 10:59:55,127,5/9/2022 10:59:56,NL,47,2,3,8802,4,4,4,4,10,10,10,10,8,8,8,10,5,5,5,5,5,5,5,5
4,5/9/2022 11:23:47,5/9/2022 11:25:56,129,5/9/2022 11:25:58,NL,40,2,7,7322,4,4,5,4,10,9,9,10,8,7,8,9,5,5,1,5,5,5,6,5
4,5/9/2022 12:10:13,5/9/2022 12:12:58,164,5/9/2022 12:12:59,NL,51,2,4,8601,2,5,4,4,8,9,9,10,7,8,5,10,3,3,1,5,4,3,3,5
4,5/9/2022 7:34:40,5/9/2022 12:23:46,17346,5/9/2022 12:23:47,NL,42,2,9,1541,5,5,5,4,10,10,10,10,10,10,10,10,5,5,3,5,5,5,6,5
4,5/9/2022 12:23:58,5/9/2022 12:27:00,181,5/9/2022 12:27:00,NL,44,1,5,9251,3,4,4,4,9,9,9,9,9,9,8,9,3,4,2,5,4,4,3,5
4,5/9/2022 13:12:25,5/9/2022 13:16:12,227,5/9/2022 13:16:14,NL,35,2,7,9751,4,4,4,4,8,8,8,8,8,8,8,8,3,3,2,5,3,2,2,5
4,5/9/2022 13:18:42,5/9/2022 13:21:49,187,5/9/2022 13:21:51,NL,40,2,5,8801,3,4,5,4,9,8,8,8,8,8,4,9,4,4,4,5,4,4,3,5
4,5/9/2022 16:01:29,5/9/2022 16:04:33,183,5/9/2022 16:04:34,NL,38,1,5,9083,3,4,4,2,5,4,6,4,3,4,4,3,3,3,3,2,4,2,3,3
4,5/10/2022 3:49:55,5/10/2022 3:54:03,248,5/10/2022 3:54:05,NL,47,2,5,8608,3,3,5,5,8,9,9,9,8,9,9,9,4,4,1,5,4,4,4,5
4,5/10/2022 10:15:44,5/10/2022 10:18:29,164,5/10/2022 10:18:30,NL,41,2,7,8913,3,4,3,2,9,9,9,9,9,9,9,9,4,5,5,5,4,4,4,5
4,5/10/2022 14:21:17,5/10/2022 14:25:34,256,5/10/2022 14:25:35,NL,63,2,9,8802,2,2,3,3,10,10,10,10,10,10,7,10,4,5,5,5,5,5,5,5
4,5/11/2022 0:58:24,5/11/2022 1:00:55,150,5/11/2022 1:00:56,NL,40,2,9,8604,3,3,3,2,8,8,8,10,9,9,8,10,4,4,4,5,5,5,5,5
4,5/12/2022 3:26:04,5/12/2022 3:28:56,172,5/12/2022 3:28:57,NL,44,2,9,8801,3,3,4,2,10,10,10,10,10,10,10,10,5,4,4,5,5,5,5,5
4,5/24/2022 2:37:22,5/24/2022 2:40:19,176,5/24/2022 2:40:19,NL,46,2,5,8923,3,5,5,4,10,10,10,10,9,10,10,10,4,5,2,5,4,5,3,5
4,5/24/2022 2:38:01,5/24/2022 2:40:32,151,5/24/2022 2:40:32,NL,35,2,7,9408,4,4,4,4,9,9,9,10,9,10,9,9,3,4,1,5,4,5,6,5
4,5/24/2022 2:44:06,5/24/2022 2:47:13,186,5/24/2022 2:47:13,NL,26,1,7,2313,5,5,5,5,8,7,4,10,6,7,7,6,1,4,1,4, , , , 
4,5/24/2022 2:44:43,5/24/2022 2:50:23,339,5/24/2022 2:50:23,NL,42,2,5,9164,3,4,4,3,8,8,8,7,8,8,7,7,4,4,3,4,4,4,3,4
4,5/24/2022 2:51:04,5/24/2022 2:53:52,167,5/24/2022 2:53:53,NL,43,2,9,8409,3,3,3,1,8,8,8,8,8,8,8,8,4,3,3,4,4,4,3,5
4,5/24/2022 2:48:33,5/24/2022 2:54:02,329,5/24/2022 2:54:03,NL,31,2,4,0,3,5,3,3,4,4,5,4,4,4,4,4,2,1,1,2,3,4,2,4
4,5/24/2022 2:56:03,5/24/2022 2:59:00,177,5/24/2022 2:59:02,NL,48,2,5,1030,3,4,5,3,8,8,8,9,7,7,7,7,3,4,1,5,4,4,4,4
4,5/24/2022 3:18:20,5/24/2022 3:21:51,210,5/24/2022 3:21:52,NL,71,2,5,8491,2,2,4,2,7,7,7,7,7,7,7,7,4,4,4,5,3,3,3,5
4,5/24/2022 3:38:49,5/24/2022 3:40:50,121,5/24/2022 3:40:51,NL,41,2,5,8854,3,3,3,3,9,7,7,7,9,9,9,8,2,3,3,3,4,4,4,4
4,5/24/2022 3:25:00,5/24/2022 3:44:55,1194,5/24/2022 3:44:57,NL,72,2,4,9682,4,5,5,4,8,9,10,10,8,9,8,10,3,4,1,5,5,4,3,5
4,5/24/2022 4:02:30,5/24/2022 4:04:27,116,5/24/2022 4:04:28,NL,40,2,9,8915,4,5,5,4,10,9,9,10,8,10,10,10,4,5,3,5,5,5,5,5
4,5/24/2022 4:17:43,5/24/2022 4:20:55,191,5/24/2022 4:20:56,NL,49,1,5,9285,3,3,4,4,10,9,8,10,9,9,9,10,4,4,3,4, , , , 
4,5/24/2022 4:25:18,5/24/2022 4:33:03,465,5/24/2022 4:33:05,NL,73,2,4,9727,3,5,5,3,10,10,10,10,8,10,8,8,4,5,1,5,5,5,5,5
4,5/24/2022 4:31:24,5/24/2022 4:41:55,631,5/24/2022 4:41:55,NL,38,2,7,8043,4,4,5,4,10,9,10,10,8,10,9,10,4,5,3,5,5,5,4,5
4,5/24/2022 4:38:22,5/24/2022 4:43:41,319,5/24/2022 4:43:42,NL,45,2,9,8862,2,4,4,1,10,10,10,10,10,10,10,10,4,4,3,5,4,4,4,5
4,5/24/2022 5:01:23,5/24/2022 5:04:23,180,5/24/2022 5:04:24,NL,32,2,7,9207,3,5,5,5,10,10,10,10,10,10,10,10,5,5,3,5,5,5,6,5
4,5/24/2022 7:03:33,5/24/2022 7:07:32,238,5/24/2022 7:07:34,NL,56,2,9,9074,3,4,5,2,9,10,10,10,9,10,9,10,4,3,3,5,5,5,4,5
4,5/24/2022 8:11:02,5/24/2022 8:13:09,127,5/24/2022 8:13:09,NL,38,1,5,8801,5,4,4,4,8,7,7,7,7,7,7,7,3,3,3,4,3,4,3,4
4,5/24/2022 8:28:51,5/24/2022 8:35:04,372,5/24/2022 8:35:04,NL,37,1,9,9203,4,4,4,4,10,9,9,10,8,9,7,8,4,5,4,5,5,5,4,5
4,5/24/2022 8:31:48,5/24/2022 8:36:48,299,5/24/2022 8:36:48,NL,46,2,7,7944,3,4,5,4,9,9,9,9,8,8,8,8,3,4,2,5,3,4,2,5
4,5/24/2022 9:42:02,5/24/2022 9:48:08,365,5/24/2022 9:48:09,NL,38,2,5,9103,3,2,4,3,7,7,7,7,6,6,3,7,3,2,3,4,3,2,2,3
4,5/24/2022 11:11:01,5/24/2022 11:17:22,380,5/24/2022 11:17:24,NL,76,1,9,8935,3,4,3,2,8,9,8,9,8,9,7,8,3,3,2,5,3,2,2,4
4,5/24/2022 11:01:51,5/24/2022 11:34:56,1985,5/24/2022 11:34:57,NL,32,2,5,8801,3,5,4,4,8,7,7,8,8,9,8,10,4,3,3,5,4,4,4,5
4,5/24/2022 12:18:28,5/24/2022 12:28:14,586,5/24/2022 12:28:15,NL,36,2,5,7823,3,4,4,2,7,7,7,7,7,8,6,9,4,4,3,5,4,4,4,5
4,5/24/2022 13:11:28,5/24/2022 13:16:02,273,5/24/2022 13:16:02,NL,51,2,5,8843,4,4,4,3,8,8,7,8,7,7,8,8,4,4,3,5,5,4,4,4
4,5/24/2022 13:45:01,5/24/2022 13:47:42,160,5/24/2022 13:47:43,NL,41,2,7,7437,4,4,4,3,8,8,7,7,7,7,6,8,2,3,1,4,3,3,3,4
4,5/24/2022 14:29:13,5/24/2022 14:32:25,191,5/24/2022 14:32:26,NL,32,2,9,8926,4,4,4,3,9,1,1,1,6,10,9,10,5,5,5,5,5,5,5,5
4,5/24/2022 23:45:59,5/24/2022 23:47:21,81,5/24/2022 23:47:23,NL,56,1,7,1017,5,4,5,3,10,10,10,10,10,10,10,10,4,4,4,5,5,5,5,5
4,5/24/2022 23:49:37,5/24/2022 23:51:39,121,5/24/2022 23:51:39,NL,63,2,5,9044,4,3,4,3,10,10,10,10,10,10,10,10,5,5,5,5,5,5,5,5
4,5/25/2022 1:15:06,5/25/2022 1:17:42,156,5/25/2022 1:17:44,NL,44,2,5,9204,2,3,2,2,8,8,8,8,8,8,8,8,3,3,2,4,3,3,3,4
4,5/25/2022 1:52:57,5/25/2022 1:55:48,170,5/25/2022 1:55:49,NL,41,1,5,9751,2,5,4,3,8,8,9,8,9,9,7,10,5,5,3,5,4,4,4,5
4,5/25/2022 3:05:04,5/25/2022 3:08:09,185,5/25/2022 3:08:10,NL,59,2,5,1187,3,3,3,3,9,8,8,8,7,10,8,9,3,3,3,5, , , , 
4,5/25/2022 5:00:31,5/25/2022 5:03:26,174,5/25/2022 5:03:28,NL,38,2,5,9036,2,4,3,2,5,7,6,6,6,6,6,6,3,3,1,4,3,4,3,5
4,5/25/2022 5:23:19,5/25/2022 5:26:28,188,5/25/2022 5:26:30,NL,67,2,5,8801,4,5,5,5,10,10,10,10,10,10,10,10,4,4,1,5, , , , 
4,5/25/2022 10:24:19,5/25/2022 10:26:51,152,5/25/2022 10:26:53,NL,63,1,9,8805,2,3,4,2,8,8,8,9,9,9,6,9,3,3,3,4, , , , 
4,5/25/2022 23:30:07,5/25/2022 23:33:38,211,5/25/2022 23:33:39,NL,44,2,5,8801,3,3,4,2,9,7,10,10,7,8,7,8,5,5,3,5,5,5,4,5
4,5/26/2022 14:27:05,5/26/2022 14:29:01,116,5/26/2022 14:29:03,NL,63,1,5,8808,4,4,3,3,8,8,8,8,9,9,8,8,3,3,3,4,3,3,3,4
4,5/26/2022 23:08:10,5/26/2022 23:13:14,304,5/26/2022 23:13:16,NL,52,1,7,8802,2,2,2,2,10,10,10,10,10,10,10,10,5,5,3,5,4,5,4,5
4,5/27/2022 1:38:17,5/27/2022 1:42:10,232,5/27/2022 1:42:12,NL,39,1,5,8802,3,5,4,4,9,8,8,8,9,9,9,9,4,4,4,4,5,4,4,4
4,5/27/2022 3:02:39,5/27/2022 3:05:23,163,5/27/2022 3:05:25,NL,49,2,5,9711,2,4,5,2,10,9,7,10,9,10,8,10,3,2,1,4, , , , 
4,5/27/2022 7:36:49,5/27/2022 7:41:50,301,5/27/2022 7:41:52,NL,43,2,7,2265,5,4,4,4,10,8,8,10,8,10,9,9,4,3,4,4,4,5,3,5
4,6/2/2022 1:51:37,6/2/2022 1:54:26,169,6/2/2022 1:54:27,NL,48,2,7,1963,2,5,3,5,10,10,10,10,10,10,10,10,5,5,1,5,5,5,5,5
5,5/22/2022 4:55:07,5/22/2022 5:09:07,840,5/22/2022 5:09:09,NL,16,1, , ,5,5,5,5,7,6,9,7,4,5,6,9,3,4,2,4, , , , 
5,5/22/2022 5:24:52,5/22/2022 5:33:59,547,5/22/2022 5:34:01,NL,14,2, , ,4,4,3,4,8,8,7,8,7,7,6,7,4,4,1,3, , , , 
5,5/22/2022 4:44:11,5/22/2022 4:54:46,635,5/22/2022 4:54:48,NL,13,2, , ,5,5,5,5,8,8,8,8,9,8,9,10,4,5,3,4, , , , 
5,5/22/2022 4:44:06,5/22/2022 4:54:58,651,5/22/2022 4:54:59,NL,13,2, , ,5,5,4,5,8,8,7,9,8,7,9,8,4,5,3,5, , , , 
5,5/22/2022 4:27:37,5/22/2022 5:06:59,2361,5/22/2022 5:06:59,NL,13,1, , ,4,4,4,4,8,8,9,10,9,9,9,9,4,4,4,4, , , , 
5,5/22/2022 7:08:10,5/22/2022 7:15:06,416,5/22/2022 7:15:07,NL,13,2, , ,2,3,2,5,6,5,3,6,4,7,7,6,4,3,2,3, , , , 
5,5/22/2022 4:34:17,5/22/2022 4:42:59,522,5/22/2022 4:43:00,NL,12,1, , ,3,4,2,3,7,8,7,7,8,7,9,9,3,3,2,3, , , , 
5,5/22/2022 6:13:04,5/22/2022 6:23:22,618,5/22/2022 6:23:23,NL,12,2, , ,4,4,4,5,8,9,10,10,9,9,8,8,4,4,3,4, , , , 
5,5/20/2022 6:38:32,5/22/2022 4:11:22,163969,5/22/2022 4:11:23,NL,11,2, , ,5,5,5,5,10,10,10,10,10,10,10,10,5,5,5,5, , , , 
5,5/22/2022 4:23:15,5/22/2022 4:33:39,624,5/22/2022 4:33:41,NL,11,2, , ,3,5,4,4,9,9,10,10,9,10,10,10,5,4,4,4, , , , 
